Name,Biosynthetic_class,Structural_class,EXT_k2,EXT_k3,EXT_k4,EXT_k5,EXT_k6,EXT_k7,EXT_k8,EXT_k9,EXT_k10,MACCS_k2,MACCS_k3,MACCS_k4,MACCS_k5,MACCS_k6,MACCS_k7,MACCS_k8,MACCS_k9,MACCS_k10,PubChem_k2,PubChem_k3,PubChem_k4,PubChem_k5,PubChem_k6,PubChem_k7,PubChem_k8,PubChem_k9,PubChem_k10,Sub_k2,Sub_k3,Sub_k4,Sub_k5,Sub_k6,Sub_k7,Sub_k8,Sub_k9,Sub_k10,SubCount_k2,SubCount_k3,SubCount_k4,SubCount_k5,SubCount_k6,SubCount_k7,SubCount_k8,SubCount_k9,SubCount_k10
a-bergamotene,Terpenoids,ST,1,1,3,1,0,5,5,2,2,1,0,3,3,3,3,3,3,3,0,0,1,1,0,2,2,2,2,1,0,3,3,3,1,0,8,8,0,2,2,2,2,2,0,4,1
abietadiene,Terpenoids,Diterpenes,1,1,3,1,0,5,5,2,2,1,0,3,3,3,3,3,3,3,0,0,1,1,0,2,2,2,2,1,0,3,3,3,1,0,4,4,0,2,2,2,2,2,0,8,8
a-bisabolene,Terpenoids,ST,1,1,3,1,0,5,5,2,2,1,0,3,3,3,3,3,3,3,0,0,1,1,0,2,2,2,2,1,0,3,3,3,1,0,8,8,0,2,2,2,2,2,0,4,1
a-bisabolol,Terpenoids,ST,1,1,3,1,0,6,6,6,6,1,0,1,1,1,0,7,7,7,0,0,1,1,0,6,6,6,6,1,0,1,1,1,0,3,3,3,0,2,2,2,2,2,0,4,1
a-bisabolol oxide A,Terpenoids,ST,0,0,0,4,4,4,4,4,4,1,0,1,1,1,0,0,2,2,0,0,1,1,0,6,6,6,6,0,1,0,0,2,2,2,2,0,0,2,2,2,2,2,0,8,8
a-bourbonene,Terpenoids,ST,1,1,3,1,0,5,5,2,2,1,0,3,3,3,3,3,3,3,0,0,1,1,0,2,2,2,2,1,0,3,3,3,1,0,8,8,0,2,2,2,2,2,0,8,8
a-bulnesene,Terpenoids,ST,1,1,3,1,0,5,5,2,2,1,0,3,3,3,3,3,3,3,0,0,1,1,0,2,2,2,2,1,0,3,3,3,1,0,8,8,0,2,2,2,2,2,0,4,1
a-cadinol,Terpenoids,ST,1,1,3,1,0,6,6,6,6,1,0,1,1,1,0,7,7,7,0,0,1,1,0,6,6,6,6,1,0,1,1,1,0,3,3,3,0,2,2,2,2,2,0,8,8
a-calacorene,Terpenoids,ST,0,2,2,2,2,0,1,1,0,1,0,3,3,3,3,3,3,3,1,1,0,0,3,3,3,1,0,1,0,3,3,3,1,0,4,4,1,0,1,0,0,1,1,0,9
a-campholenal,Terpenoids,MT,1,1,3,1,0,5,5,2,2,1,0,1,1,1,0,0,8,8,0,0,1,1,0,2,2,2,2,0,1,0,4,4,4,4,1,1,1,0,1,0,0,1,1,0,4
a-cedrene,Terpenoids,ST,1,1,3,1,0,5,5,2,2,1,0,3,3,3,3,3,3,3,0,0,1,1,0,2,2,2,2,1,0,3,3,3,1,0,8,8,0,2,2,2,2,2,0,8,8
acetic acid,FADs,Aliphatics and C5 branched,0,0,1,0,5,2,2,0,3,0,1,0,4,4,4,4,4,1,0,2,2,2,2,0,7,7,7,0,1,0,0,2,2,2,2,0,1,0,1,0,5,5,5,5,5
Acetoin,FADs,Aliphatics and C5 branched,0,0,1,0,5,2,2,0,3,0,2,2,0,2,2,2,0,4,0,2,2,2,2,0,0,3,1,1,0,1,1,1,0,3,3,3,1,0,1,0,5,5,5,5,5
Acetone,FADs,Aliphatics and C5 branched,0,0,1,0,5,2,2,0,3,0,2,2,0,2,2,2,0,4,0,2,2,2,2,0,0,3,1,0,1,0,0,2,2,2,2,0,1,0,1,0,5,5,5,5,5
Acetophenone,Shikimate_derived_Aromatics,BP,0,2,2,2,2,0,1,1,0,0,2,2,0,2,2,2,0,9,1,1,0,0,3,3,3,1,0,0,2,2,2,0,3,1,0,9,1,0,3,3,3,3,3,3,3
a-Copaen-11-ol,Terpenoids,ST,1,1,3,1,0,6,6,6,6,1,0,1,1,1,0,7,7,7,0,0,1,1,0,6,6,6,6,1,0,3,3,3,1,0,8,8,0,2,2,2,2,2,0,8,8
a-copaen-8-ol,Terpenoids,ST,1,1,3,1,0,6,6,6,6,1,0,1,1,1,0,0,8,8,0,0,1,1,0,6,6,6,6,1,0,3,3,3,1,0,8,8,0,2,2,2,2,2,0,8,8
a-cubebene,Terpenoids,ST,1,1,3,1,0,5,5,2,2,1,0,3,3,3,3,3,3,3,0,0,1,1,0,2,2,2,2,1,0,3,3,3,1,0,8,8,0,2,2,2,2,2,0,8,8
a-curcumene,Terpenoids,ST,0,2,2,2,2,0,1,1,0,1,0,3,3,3,3,3,3,3,1,1,0,0,3,3,3,1,0,1,0,3,3,3,1,0,4,4,1,0,1,0,0,1,1,0,9
a-Cyclogeraniol,Terpenoids,MT,1,1,3,1,0,6,6,6,6,0,1,0,2,0,1,1,1,0,0,0,1,1,0,6,6,6,6,1,0,1,1,1,0,7,7,7,1,0,1,0,0,1,1,0,4
a-elemene,Terpenoids,ST,1,1,3,1,0,5,5,2,2,1,0,3,3,3,3,3,3,3,0,0,1,1,0,2,2,2,2,1,0,3,3,3,1,0,4,4,0,2,2,2,2,2,0,4,1
a-Elemol,Terpenoids,ST,0,0,1,0,1,1,0,5,5,1,0,1,1,1,0,7,7,7,0,0,1,1,0,6,6,6,6,1,0,1,1,1,0,3,3,3,0,2,2,2,2,2,0,4,1
a-eudesmol,Terpenoids,ST,1,1,3,1,0,6,6,6,6,1,0,1,1,1,0,7,7,7,0,0,1,1,0,6,6,6,6,1,0,1,1,1,0,3,3,3,0,2,2,2,2,2,0,8,8
a-eudesmol acetate,Terpenoids,ST,0,0,0,4,4,4,4,4,4,1,0,1,1,1,0,0,8,8,0,0,1,1,0,6,6,6,6,0,1,0,4,4,4,4,1,1,0,2,2,2,2,2,0,8,8
a-guaiene,Terpenoids,ST,1,1,3,1,0,5,5,2,2,1,0,3,3,3,3,3,3,3,0,0,1,1,0,2,2,2,2,1,0,3,3,3,1,0,8,8,0,2,2,2,2,2,0,4,1
a-guaiol,Terpenoids,ST,1,1,3,1,0,6,6,6,6,1,0,1,1,1,0,7,7,7,0,0,1,1,0,6,6,6,6,1,0,1,1,1,0,3,3,3,0,2,2,2,2,2,0,8,8
a-gurjunene,Terpenoids,ST,1,1,3,1,0,5,5,2,2,1,0,3,3,3,3,3,3,3,0,0,1,1,0,2,2,2,2,1,0,3,3,3,1,0,8,8,0,2,2,2,2,2,0,8,8
a-himachalene,Terpenoids,ST,1,1,3,1,0,5,5,2,2,1,0,3,3,3,3,3,3,3,0,0,1,1,0,2,2,2,2,1,0,3,3,3,1,0,8,8,0,2,2,2,2,2,0,4,1
a-humulene,Terpenoids,ST,1,1,3,1,0,5,5,2,2,1,0,3,3,3,3,3,3,3,0,0,3,3,1,1,1,0,3,1,0,3,3,3,1,0,4,4,0,2,2,2,2,2,0,4,1
a-Ionene,Terpenoids,ST,0,2,2,2,2,0,1,1,0,1,0,3,3,3,3,3,3,3,1,1,0,0,3,3,3,1,0,1,0,3,3,3,1,0,4,4,1,0,1,0,0,1,1,0,9
a-isocomene,Terpenoids,ST,1,1,3,1,0,5,5,2,2,1,0,3,3,3,3,3,3,3,0,0,1,1,0,2,2,2,2,1,0,3,3,3,1,0,8,8,0,2,2,2,2,2,0,4,1
a-linalool,Terpenoids,MT,0,0,1,0,1,1,0,5,5,1,0,1,1,1,0,7,7,7,0,0,1,1,0,6,6,6,6,1,0,1,1,1,0,3,3,3,1,0,1,0,0,6,2,2,2
Alloaromadendrene,Terpenoids,ST,0,0,1,0,1,1,0,5,5,1,0,3,3,3,3,3,3,3,0,0,1,1,0,2,2,2,2,1,0,3,3,3,1,0,8,8,0,2,2,2,2,2,0,8,8
allo-aromadendrene epoxide,Terpenoids,ST,0,0,0,3,3,3,3,3,1,1,0,1,1,1,0,0,2,2,0,2,2,2,2,0,0,8,8,0,1,0,0,2,2,2,2,0,0,2,2,2,2,2,0,8,8
allo-ocimene,Terpenoids,MT,0,0,1,0,5,2,2,0,3,0,2,2,0,2,2,2,0,4,0,0,3,3,1,1,1,0,3,1,0,3,3,3,1,0,4,4,1,0,1,0,0,6,2,2,2
allyl isothiocyanate,Others,NonAromatic_N/S,0,0,1,0,5,2,2,0,3,0,2,2,0,2,2,2,0,9,0,2,2,2,2,0,0,3,1,0,1,0,0,5,5,5,5,2,1,0,1,0,5,5,5,5,5
a-Longipinene,Terpenoids,ST,1,1,3,1,0,5,5,2,2,1,0,3,3,3,3,3,3,3,0,0,1,1,0,2,2,2,2,1,0,3,3,3,1,0,8,8,0,2,2,2,2,2,0,8,8
a-Methyl benzyl acetate,Shikimate_derived_Aromatics,BP,0,2,2,2,2,0,7,7,7,0,2,2,0,2,2,2,0,9,1,1,0,0,3,3,3,1,0,0,1,0,4,4,4,4,1,1,1,0,3,3,3,3,3,3,3
a-Methylstyrene,Shikimate_derived_Aromatics,BP,0,2,2,2,2,0,1,1,0,0,2,2,0,2,2,2,0,4,1,1,0,0,3,3,3,1,0,1,0,3,3,3,1,0,4,4,1,0,3,3,3,3,3,3,3
"Amorpha-4,9-dien-2-ol",Terpenoids,ST,1,1,3,1,0,6,6,6,6,1,0,1,1,1,0,0,8,8,0,0,1,1,0,6,6,6,6,1,0,1,1,1,0,3,3,3,0,2,2,2,2,2,0,4,1
a-muurolene,Terpenoids,ST,1,1,3,1,0,5,5,2,2,1,0,3,3,3,3,3,3,3,0,0,1,1,0,2,2,2,2,1,0,3,3,3,1,0,8,8,0,2,2,2,2,2,0,4,1
a-muurolol,Terpenoids,ST,1,1,3,1,0,6,6,6,6,1,0,1,1,1,0,7,7,7,0,0,1,1,0,6,6,6,6,1,0,1,1,1,0,3,3,3,0,2,2,2,2,2,0,8,8
amyl acetate,FADs,Aliphatics and C5 branched,0,0,0,3,3,3,3,3,1,0,1,0,4,4,4,4,4,1,0,2,2,2,2,0,7,7,7,0,1,0,4,4,4,4,1,1,1,0,1,0,0,6,2,2,2
Amyl benzoate,Shikimate_derived_Aromatics,BP,0,2,2,2,2,0,7,7,7,0,1,0,4,4,4,4,4,1,1,1,0,0,3,3,3,1,0,0,2,2,2,0,3,1,0,5,1,0,3,3,3,3,3,3,3
amyl isobutyrate,FADs,Aliphatics and C5 branched,0,0,0,3,3,3,3,3,1,0,1,0,4,4,4,4,4,1,0,2,2,2,2,0,7,7,7,0,1,0,4,4,4,4,1,1,1,0,1,0,0,6,2,2,2
amyl isovalerate,FADs,Aliphatics and C5 branched,0,0,0,3,3,3,3,3,1,0,1,0,4,4,4,4,4,1,0,2,2,2,2,0,7,7,7,0,1,0,4,4,4,4,1,1,1,0,1,0,0,6,2,2,2
amyl salicylate,Shikimate_derived_Aromatics,BP,0,2,2,2,2,0,7,7,7,0,2,2,0,5,5,5,5,5,1,1,0,0,5,5,5,5,5,0,2,2,2,0,3,1,0,9,1,0,3,3,3,3,3,3,3
anisaldehyde,Shikimate_derived_Aromatics,BP,0,2,2,2,2,0,1,1,0,0,2,2,0,5,5,5,5,5,1,1,0,0,5,5,5,5,5,0,2,2,2,0,3,1,0,9,1,0,3,3,3,3,3,3,3
Anisole,Shikimate_derived_Aromatics,BP,0,2,2,2,2,0,1,1,0,0,2,2,0,5,5,5,5,5,1,1,0,0,5,5,5,5,5,0,1,0,0,5,5,5,5,2,1,0,3,3,3,3,3,3,3
anti-2-methylbutyraldehyde oxime,Others,NonAromatic_N/S,0,0,1,0,5,2,2,0,3,0,2,2,0,2,2,2,0,9,0,2,2,2,2,0,0,3,1,0,1,0,4,4,4,4,1,1,1,0,1,0,5,5,5,5,5
anti-isovaleraldehyde oxime,Others,NonAromatic_N/S,0,0,1,0,5,2,2,0,3,0,2,2,0,2,2,2,0,9,0,2,2,2,2,0,0,3,1,0,1,0,4,4,4,4,1,1,1,0,1,0,5,5,5,5,5
a-ocimene,Terpenoids,MT,1,1,3,1,0,5,5,2,2,1,0,3,3,3,3,3,3,3,0,0,3,3,1,1,1,0,3,1,0,3,3,3,1,0,4,4,1,0,1,0,0,6,2,2,2
a-Patchoulene,Terpenoids,ST,1,1,3,1,0,5,5,2,2,1,0,3,3,3,3,3,3,3,0,0,1,1,0,2,2,2,2,1,0,3,3,3,1,0,8,8,0,2,2,2,2,2,0,8,8
a-phellandren-8-ol,Terpenoids,MT,1,1,3,1,0,5,5,2,2,0,2,2,0,2,2,2,0,4,0,0,1,1,0,6,6,6,6,1,0,1,1,1,0,3,3,3,1,0,1,0,0,1,1,0,4
a-phellandrene,Terpenoids,MT,1,1,3,1,0,5,5,2,2,1,0,3,3,3,3,3,3,3,0,0,1,1,0,2,2,2,2,1,0,3,3,3,1,0,4,4,1,0,1,0,0,1,1,0,4
a-pinene,Terpenoids,MT,1,1,3,1,0,5,5,2,2,1,0,3,3,3,3,3,3,3,0,0,1,1,0,2,2,2,2,1,0,3,3,3,1,0,8,8,1,0,1,0,0,1,1,0,4
a-pinene oxide,Terpenoids,MT,0,0,0,3,3,3,3,3,1,1,0,1,1,1,0,0,8,8,0,2,2,2,2,0,0,8,8,0,1,0,0,2,2,2,2,0,1,0,1,0,0,1,1,0,4
apiole,Shikimate_derived_Aromatics,BP,0,2,2,2,2,0,1,1,0,0,2,2,0,5,5,5,5,5,1,1,0,0,5,5,5,5,5,0,1,0,0,5,5,5,5,2,1,0,3,3,3,3,3,3,3
Aplotaxene,FADs,Aliphatics and C5 branched,1,1,3,1,0,5,5,2,2,0,1,0,2,0,6,6,6,6,0,0,3,3,1,1,1,0,3,1,0,3,3,3,1,0,4,4,0,1,0,1,1,0,7,7,7
Arachidicacid,FADs,Aliphatics and C5 branched,0,0,1,0,1,1,0,8,8,0,1,0,2,0,1,1,1,0,0,2,2,2,2,0,7,7,7,0,1,0,4,4,4,4,1,1,0,1,0,4,4,4,4,1,0
ar-curcumene,Terpenoids,ST,0,2,2,2,2,0,1,1,0,1,0,3,3,3,3,3,3,3,1,1,0,0,3,3,3,1,0,1,0,3,3,3,1,0,4,4,1,0,1,0,0,1,1,0,9
ar-ethylbenzyl alcohol,Shikimate_derived_Aromatics,BP,0,2,2,2,2,0,1,1,0,0,2,2,0,2,2,2,0,4,1,1,0,0,3,3,3,1,0,1,0,1,1,1,0,3,3,3,1,0,3,3,3,3,3,3,3
Aristolene,Terpenoids,ST,1,1,3,1,0,5,5,2,2,1,0,3,3,3,3,3,3,3,0,0,1,1,0,2,2,2,2,1,0,3,3,3,1,0,8,8,0,2,2,2,2,2,0,8,8
arnicenone,Terpenoids,ST,1,1,3,1,0,5,5,2,2,1,0,1,1,1,0,0,8,8,0,0,1,1,0,2,2,2,2,0,1,0,0,2,2,2,2,0,0,2,2,2,2,2,0,4,1
aromadendrene,Terpenoids,ST,0,0,1,0,1,1,0,5,5,1,0,3,3,3,3,3,3,3,0,0,1,1,0,2,2,2,2,1,0,3,3,3,1,0,8,8,0,2,2,2,2,2,0,8,8
artemisia acetate,Terpenoids,MT,0,0,0,4,4,4,4,4,4,0,2,2,0,2,2,2,0,4,0,0,3,3,1,1,1,0,9,0,1,0,4,4,4,4,1,1,1,0,1,0,0,6,2,2,2
Artemisia alcohol,Terpenoids,MT,0,0,1,0,5,2,2,0,3,0,2,2,0,2,2,2,0,4,0,0,3,3,1,1,1,0,3,1,0,1,1,1,0,3,3,3,1,0,1,0,0,6,2,2,2
Artemisia ketone,Terpenoids,MT,0,0,1,0,5,2,2,0,3,0,2,2,0,2,2,2,0,4,0,0,3,3,1,1,1,0,3,0,2,2,2,0,6,6,6,6,1,0,1,0,0,6,2,2,2
Artemisia triene,Terpenoids,MT,0,0,1,0,5,2,2,0,3,0,2,2,0,2,2,2,0,4,0,0,3,3,1,1,1,0,3,1,0,3,3,3,1,0,4,4,1,0,1,0,0,6,2,2,2
Ar-tumerone,Terpenoids,ST,0,2,2,2,2,0,1,1,0,0,2,2,0,2,2,2,0,4,1,1,0,0,3,3,3,1,0,0,2,2,2,0,6,6,6,6,1,0,1,0,0,1,1,0,9
ar-Turmerol,Terpenoids,ST,0,2,2,2,2,0,1,1,0,0,2,2,0,2,2,2,0,4,1,1,0,0,3,3,3,1,0,1,0,1,1,1,0,3,3,3,1,0,1,0,0,1,1,0,9
a-santalal,Terpenoids,ST,1,1,3,1,0,5,5,2,2,1,0,3,3,3,3,3,3,3,0,0,1,1,0,2,2,2,2,0,2,2,2,0,3,1,0,5,0,2,2,2,2,2,0,8,8
a-Santalol,Terpenoids,ST,1,1,3,1,0,6,6,6,6,0,1,0,2,0,1,1,1,0,0,0,1,1,0,6,6,6,6,1,0,3,3,3,1,0,8,8,0,2,2,2,2,2,0,8,8
Ascaridole,Terpenoids,MT,1,1,3,1,0,6,6,6,6,1,0,1,1,1,0,0,2,2,0,0,1,1,0,6,6,6,6,0,1,0,0,2,2,2,2,0,1,0,1,0,0,1,1,0,4
a-Selenine,Terpenoids,MT,1,1,3,1,0,5,5,2,2,1,0,3,3,3,3,3,3,3,0,0,1,1,0,2,2,2,2,1,0,3,3,3,1,0,8,8,0,2,2,2,2,2,0,4,1
a-terpinene,Terpenoids,MT,1,1,3,1,0,5,5,2,2,1,0,3,3,3,3,3,3,3,0,0,1,1,0,2,2,2,2,1,0,3,3,3,1,0,4,4,1,0,1,0,0,1,1,0,4
a-terpineol,Terpenoids,MT,1,1,3,1,0,6,6,6,6,1,0,1,1,1,0,7,7,7,0,0,1,1,0,6,6,6,6,1,0,1,1,1,0,3,3,3,1,0,1,0,0,1,1,0,4
a-terpinolene,Terpenoids,MT,1,1,3,1,0,5,5,2,2,1,0,3,3,3,3,3,3,3,0,0,3,3,1,1,1,0,3,1,0,3,3,3,1,0,4,4,1,0,1,0,0,1,1,0,4
a-Thujenal,Terpenoids,MT,1,1,3,1,0,5,5,2,2,1,0,1,1,1,0,0,8,8,0,0,1,1,0,2,2,2,2,0,1,0,4,4,4,4,1,1,1,0,1,0,0,1,1,0,4
a-thujene,Terpenoids,MT,1,1,3,1,0,5,5,2,2,1,0,3,3,3,3,3,3,3,0,0,1,1,0,2,2,2,2,1,0,3,3,3,1,0,8,8,1,0,1,0,0,1,1,0,4
a-thujone,Terpenoids,MT,0,0,1,0,5,2,2,0,9,1,0,1,1,1,0,0,8,8,0,2,2,2,2,0,0,3,1,0,1,0,0,2,2,2,2,0,1,0,1,0,0,1,1,0,4
Atractylone,Terpenoids,ST,0,2,2,2,2,0,1,1,0,1,0,1,1,1,0,0,2,2,1,1,0,0,5,5,5,5,5,0,1,0,0,5,5,5,5,2,1,0,1,0,0,1,1,0,9
a-vetivone,Terpenoids,ST,1,1,3,1,0,5,5,2,2,1,0,1,1,1,0,0,8,8,0,0,1,1,0,2,2,2,2,0,2,2,2,0,6,6,6,6,0,2,2,2,2,2,0,4,1
a-Ylangene,Terpenoids,ST,1,1,3,1,0,5,5,2,2,1,0,3,3,3,3,3,3,3,0,0,1,1,0,2,2,2,2,1,0,3,3,3,1,0,8,8,0,2,2,2,2,2,0,8,8
a-zingiberene,Terpenoids,ST,1,1,3,1,0,5,5,2,2,1,0,3,3,3,3,3,3,3,0,0,1,1,0,2,2,2,2,1,0,3,3,3,1,0,4,4,0,2,2,2,2,2,0,4,1
b-acoradiene,Terpenoids,ST,1,1,3,1,0,5,5,2,2,1,0,3,3,3,3,3,3,3,0,0,1,1,0,2,2,2,2,1,0,3,3,3,1,0,8,8,0,2,2,2,2,2,0,4,1
b-acoradienol,Terpenoids,ST,1,1,3,1,0,6,6,6,6,0,1,0,2,0,1,1,1,0,0,0,1,1,0,6,6,6,6,1,0,1,1,1,0,7,7,7,0,2,2,2,2,2,0,8,8
b-alaskene,Terpenoids,ST,1,1,3,1,0,5,5,2,2,1,0,3,3,3,3,3,3,3,0,0,1,1,0,2,2,2,2,1,0,3,3,3,1,0,8,8,0,2,2,2,2,2,0,4,1
b-atlantone type,Terpenoids,ST,1,1,3,1,0,5,5,2,2,1,0,3,3,3,3,3,3,3,0,0,1,1,0,2,2,2,2,0,2,2,2,0,6,6,6,6,0,2,2,2,2,2,0,4,1
b-bergamotene,Terpenoids,ST,1,1,3,1,0,5,5,2,2,1,0,3,3,3,3,3,3,3,0,0,1,1,0,2,2,2,2,1,0,3,3,3,1,0,8,8,0,2,2,2,2,2,0,4,1
b-bisabolene,Terpenoids,ST,1,1,3,1,0,5,5,2,2,1,0,3,3,3,3,3,3,3,0,0,1,1,0,2,2,2,2,1,0,3,3,3,1,0,8,8,0,2,2,2,2,2,0,4,1
b-bisabolenol,Terpenoids,ST,1,1,3,1,0,6,6,6,6,0,1,0,2,0,1,1,1,0,0,0,1,1,0,6,6,6,6,1,0,1,1,1,0,7,7,7,0,2,2,2,2,2,0,4,1
b-Bisabolol,Terpenoids,ST,1,1,3,1,0,6,6,6,6,1,0,1,1,1,0,7,7,7,0,0,1,1,0,6,6,6,6,1,0,1,1,1,0,3,3,3,0,2,2,2,2,2,0,4,1
b-bourbonene,Terpenoids,ST,0,0,1,0,1,1,0,5,5,1,0,3,3,3,3,3,3,3,0,0,1,1,0,2,2,2,2,1,0,3,3,3,1,0,8,8,0,2,2,2,2,2,0,8,8
b-calacorene,Terpenoids,ST,0,2,2,2,2,0,1,1,0,1,0,3,3,3,3,3,3,3,1,1,0,0,3,3,3,1,0,1,0,3,3,3,1,0,4,4,1,0,1,0,0,1,1,0,9
b-caryophyllene alcohol,Terpenoids,ST,0,0,1,0,1,1,0,8,8,1,0,1,1,1,0,7,7,7,0,2,2,2,2,0,0,8,8,1,0,1,1,1,0,3,3,3,0,2,2,2,2,2,0,8,8
b-Caryophyllene oxide,Terpenoids,ST,0,0,0,4,4,4,4,4,4,1,0,1,1,1,0,0,2,2,0,0,1,1,0,6,6,6,6,0,1,0,0,2,2,2,2,0,0,2,2,2,2,2,0,8,8
b-cedrene,Terpenoids,ST,0,0,1,0,1,1,0,5,5,1,0,3,3,3,3,3,3,3,0,0,1,1,0,2,2,2,2,1,0,3,3,3,1,0,8,8,0,2,2,2,2,2,0,8,8
b-chamigrene,Terpenoids,ST,1,1,3,1,0,5,5,2,2,1,0,3,3,3,3,3,3,3,0,0,1,1,0,2,2,2,2,1,0,3,3,3,1,0,4,4,0,2,2,2,2,2,0,4,1
b-citronellene,Terpenoids,MT,0,0,1,0,5,2,2,0,3,1,0,3,3,3,3,3,3,3,0,0,3,3,1,1,1,0,3,1,0,3,3,3,1,0,8,8,1,0,1,0,0,6,2,2,2
b-copaen-4-a-ol,Terpenoids,ST,0,0,1,0,1,1,0,5,5,1,0,1,1,1,0,7,7,7,0,0,1,1,0,6,6,6,6,1,0,3,3,3,1,0,8,8,0,2,2,2,2,2,0,8,8
b-copaene,Terpenoids,ST,0,0,1,0,1,1,0,5,5,1,0,3,3,3,3,3,3,3,0,0,1,1,0,2,2,2,2,1,0,3,3,3,1,0,8,8,0,2,2,2,2,2,0,8,8
b-Costol,Terpenoids,ST,0,0,1,0,1,1,0,5,5,0,1,0,2,0,1,1,1,0,0,0,1,1,0,6,6,6,6,1,0,1,1,1,0,7,7,7,0,2,2,2,2,2,0,8,8
b-cubebene,Terpenoids,ST,0,0,1,0,1,1,0,5,5,1,0,3,3,3,3,3,3,3,0,0,1,1,0,2,2,2,2,1,0,3,3,3,1,0,8,8,0,2,2,2,2,2,0,8,8
b-curcumene,Terpenoids,ST,1,1,3,1,0,5,5,2,2,1,0,3,3,3,3,3,3,3,0,0,1,1,0,2,2,2,2,1,0,3,3,3,1,0,8,8,0,2,2,2,2,2,0,4,1
b-cyclocitral,Terpenoids,Irregular terpene,1,1,3,1,0,5,5,2,2,1,0,1,1,1,0,0,8,8,0,0,1,1,0,2,2,2,2,0,2,2,2,0,3,1,0,5,1,0,1,0,0,6,2,2,2
b-cyclogeraniol,Terpenoids,MT,1,1,3,1,0,6,6,6,6,0,1,0,2,0,1,1,1,0,0,0,1,1,0,6,6,6,6,1,0,1,1,1,0,7,7,7,1,0,1,0,0,1,1,0,4
b-dihydroagarofuran,Terpenoids,ST,0,0,0,3,3,3,3,3,1,1,0,1,1,1,0,0,2,2,0,2,2,2,2,0,0,8,8,0,1,0,0,2,2,2,2,0,0,2,2,2,2,2,0,8,8
Behenic acid,FADs,Aliphatics and C5 branched,0,0,1,0,1,1,0,8,8,0,1,0,2,0,1,1,1,0,0,2,2,2,2,0,7,7,7,0,1,0,4,4,4,4,1,1,0,1,0,4,4,4,4,1,0
b-Elemene,Terpenoids,ST,0,0,1,0,1,1,0,5,5,1,0,3,3,3,3,3,3,3,0,0,1,1,0,2,2,2,2,1,0,3,3,3,1,0,8,8,0,2,2,2,2,2,0,4,1
b-Elemol,Terpenoids,ST,0,0,1,0,1,1,0,5,5,1,0,1,1,1,0,7,7,7,0,0,1,1,0,6,6,6,6,1,0,1,1,1,0,3,3,3,0,2,2,2,2,2,0,4,1
benzaldehyde,Shikimate_derived_Aromatics,BP,0,2,2,2,2,0,1,1,0,0,2,2,0,2,2,2,0,9,1,1,0,0,3,3,3,1,0,0,2,2,2,0,3,1,0,9,1,0,3,3,3,3,3,3,3
Benzene,Shikimate_derived_Aromatics,BP,0,2,2,2,2,0,1,1,0,0,2,2,0,2,2,2,0,9,1,1,0,0,3,3,3,1,0,0,1,0,0,5,5,5,5,2,1,0,3,3,3,3,3,3,3
"Benzene,1,1-(1,5-hexadiene-1,6-diyl)bis",Shikimate_derived_Aromatics,BP,0,2,2,2,2,0,1,1,0,0,2,2,0,2,2,2,0,9,1,1,0,0,3,3,3,1,0,1,0,3,3,3,1,0,4,4,1,0,3,3,3,3,3,3,3
Benzofuran,Shikimate_derived_Aromatics,BP,0,2,2,2,2,0,1,1,0,1,0,1,1,1,0,0,2,2,1,1,0,0,5,5,5,5,5,0,1,0,0,5,5,5,5,2,1,0,3,3,3,3,3,3,3
benzoic acid,Shikimate_derived_Aromatics,BP,0,2,2,2,2,0,1,1,0,0,2,2,0,2,2,2,0,9,1,1,0,0,3,3,3,1,0,0,2,2,2,0,3,1,0,9,1,0,3,3,3,3,3,3,3
Benzyl 2 methyl butyrate,Shikimate_derived_Aromatics,BP,0,2,2,2,2,0,7,7,7,0,1,0,4,4,4,4,4,1,1,1,0,0,3,3,3,1,0,0,1,0,4,4,4,4,1,1,1,0,3,3,3,3,3,3,3
Benzyl acetate,Shikimate_derived_Aromatics,BP,0,2,2,2,2,0,7,7,7,0,1,0,4,4,4,4,4,1,1,1,0,0,3,3,3,1,0,0,1,0,4,4,4,4,1,1,1,0,3,3,3,3,3,3,3
Benzyl alcohol,Shikimate_derived_Aromatics,BP,0,2,2,2,2,0,1,1,0,0,1,0,2,0,1,1,1,0,1,1,0,0,3,3,3,1,0,0,1,0,0,5,5,5,5,2,1,0,3,3,3,3,3,3,3
benzyl benzoate,Shikimate_derived_Aromatics,BP,0,2,2,2,2,0,7,7,7,0,1,0,4,4,4,4,4,1,1,1,0,0,3,3,3,1,0,0,2,2,2,0,3,1,0,9,1,0,3,3,3,3,3,3,3
benzyl butyrate,Shikimate_derived_Aromatics,BP,0,2,2,2,2,0,7,7,7,0,1,0,4,4,4,4,4,1,1,1,0,0,3,3,3,1,0,0,1,0,4,4,4,4,1,1,1,0,3,3,3,3,3,3,3
Benzyl caprylate,Shikimate_derived_Aromatics,BP,0,2,2,2,2,0,7,7,7,0,1,0,4,4,4,4,4,1,1,1,0,0,3,3,3,1,0,0,1,0,4,4,4,4,1,1,1,0,1,0,0,1,1,0,9
Benzyl crotonate,Shikimate_derived_Aromatics,BP,0,2,2,2,2,0,7,7,7,0,1,0,4,4,4,4,4,1,1,1,0,0,3,3,3,1,0,0,2,2,2,0,3,1,0,5,1,0,3,3,3,3,3,3,3
